Linux 3.13.0-161-generic (cp-2.shuffle-measure.wisr-pg0.apt.emulab.net) 	04/29/2020 	_x86_64_	(32 CPU)

03:25:04 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:25:05 PM     all      3.13      0.00      0.03      0.00      0.00     96.84
03:25:06 PM     all      3.12      0.00      0.00      0.00      0.00     96.88
03:25:07 PM     all      3.13      0.00      0.00      0.22      0.00     96.66
03:25:08 PM     all      3.13      0.00      0.03      0.00      0.00     96.84
03:25:09 PM     all      3.13      0.00      0.00      0.00      0.00     96.87
03:25:10 PM     all      3.13      0.00      0.03      0.00      0.00     96.84
03:25:11 PM     all      3.12      0.00      0.16      0.00      0.00     96.72
03:25:12 PM     all      3.13      0.00      0.00      0.00      0.00     96.87
03:25:13 PM     all      3.12      0.00      0.00      0.31      0.00     96.56
03:25:14 PM     all      3.12      0.00      0.03      0.00      0.00     96.84
03:25:15 PM     all      3.13      0.00      0.00      0.00      0.00     96.87
03:25:16 PM     all      0.44      0.00      0.00      0.00      0.00     99.56
03:25:17 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:25:18 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:25:19 PM     all      0.00      0.00      0.00      0.25      0.00     99.75
03:25:20 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:25:21 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:25:22 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:25:23 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:25:24 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:25:25 PM     all      0.00      0.00      0.03      0.25      0.00     99.72
03:25:26 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:25:27 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:25:28 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:25:29 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:25:30 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:25:31 PM     all      1.00      0.00      0.34      0.25      0.00     98.40
03:25:32 PM     all      3.22      0.00      0.34      0.00      0.00     96.44
03:25:33 PM     all      0.03      0.00      0.06      0.00      0.00     99.91
03:25:34 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:25:35 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:25:36 PM     all      0.00      0.00      0.00      0.41      0.00     99.59
03:25:37 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:25:38 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:25:39 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:25:40 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:25:41 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:25:42 PM     all      0.00      0.00      0.00      0.28      0.00     99.72
03:25:43 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:25:44 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:25:45 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:25:46 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
03:25:47 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:25:48 PM     all      0.00      0.00      0.03      0.25      0.00     99.72
03:25:49 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:25:50 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:25:51 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:25:52 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:25:53 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
03:25:54 PM     all      0.00      0.00      0.03      0.31      0.00     99.66
03:25:55 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:25:56 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
03:25:57 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:25:58 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:25:59 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:26:00 PM     all      0.00      0.00      0.03      0.25      0.00     99.72
03:26:01 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:26:02 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
